Team ID 1,College,Team Name
4102,"Maulana Azad National Institute of Technology, Bhopal",Team 4102
4104,maya devi educational foundation,Team 4104
4113,dehradun institute of technology university,Team 4113
4115,"Indian Institute of Technology, Gandhinagar",Team 4115
4116,"GITAM University, Visakhapatnam",Team 4116
4119,"Nirma University, Ahmedabad",Team 4119
4123,Shankersinh Vaghela Bapu Institute of technology,Team 4123
4131,"SSBT's College of Engineering & Technology, Bambhori, Jalgaon",Team 4131
4132,"Indian Institute of Technology, Guwahati",Team 4132
4133,"University College of Engineering , Punjabi University , Patiala",Team 4133
4134,"Dehradun Institute Of Technology University, Dehradun",Team 4134
4137,SRM Institute of Management and Technology,Team 4137
4138,"Arunai College of Engineering, Tiruvannamalai",Team 4138
4139,"Chanakya National Law  University, Patna",Team 4139
4142,"S.R.M Engineering College, Chennai",Team 4142
4143,"Dronacharya College of Engineering, Greater Noida",Team 4143
4148,"National Institute of Technology, Rourkela",Team 4148
4149,Delhi Insitute of Advances Studies,Team 4149
4153,"TERI University, New Delhi",Team 4153
4154,Kalinga Institute of Industrial Technology,Team 4154
4158,G.B Pant Engineering College,Team 4158
4161,"Lovely Professional University,Punjab",Team 4161
4167,"Shaheed Bhagat Singh College, Delhi",Team 4167
4175,"Netaji Subhash Institute of Technology, Delhi",Team 4175
4178,kanoria pg mahila mahavidyalaya jaipur,Team 4178
4180,"Indian Institute of Technology, Madras",Team 4180
4184,"Bhilai Institute of Technology, Durg",Team 4184
4186,"jairam college of arts and science ,salem",Team 4186
4189,GANDHI INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Team 4189
4190,Loreto College,Team 4190
4191,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 4191
4194,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 4194
4198,"Dehradun Institute of Technology (DIT), Dehradun",Team 4198
4204,"national institute of technology, jamshedpur",Team 4204
4205,"School of Technology,Kalinga Institute of Industrial Technology (KIIT University)",Team 4205
4208,"Gandhi Institute of Technology and Management University (GITAM) , HYDERABAD.",Team 4208
4210,"Amity Unversity , Lucknow",Team 4210
4211,"Graphic Era University, Dehradun",Team 4211
4212,Galgotia's college of engg. and tech.,Team 4212
4215,"Vidyalankar Institute Of Technology, Mumbai",Team 4215
4216,"Damodaram Sanjivayya National Law University, Vishakhapatnam",Team 4216
4218,Manyawar kanshi ram engginerig college of information technology,Team 4218
4220,"National Institute of Technology, Rourkela",Team 4220
4222,#N/A,Team 4222
4229,"college of engineering,pune",Team 4229
4233,"Thiagarajar College, Madurai",Team 4233
4234,"Rishiraj Institute of Technology, Indore",Team 4234
4235,R V R & J C COLLEGE OF ENGINEERING,Team 4235
4236,Raajdhani Engineering College,Team 4236
4238,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 4238
4239,jaypee university of engg. and technology,Team 4239
4245,"padmashree dr d y patil institute of engineering and technology, pune",Team 4245
4247,U.V.Patel College of Engineering,Team 4247
4251,"DY Patil College of engineering, akurdi, pune.",Team 4251
4262,"Damodaram Sanjivayya National Law University, Vishakhapatnam",Team 4262
4263,"MIT College of Engineering, Pune",Team 4263
4264,"Holy Mary Institute of technology and science,hyderbad",Team 4264
4266,"Jeppiaar  Engineering college ,chennai ,Tamilnadu",Team 4266
4275,"Birla Institute of Technology,Mesra-Ext. Centre- Jaipur",Team 4275
4276,"Nirma University, Ahmedabad",Team 4276
4281,"ADICHUNCHANAGIRI INSTITUTE OF TECHNOLOGY,CHIKMAGALUR,KARNATAKA",Team 4281
4287,"National Institute of Technology, Rourkela",Team 4287
4288,"Dehradun Institute Of Technology University, Dehradun",Team 4288
4301,"Delhi technological university, Delhi",Team 4301
4302,"Symbiosis Institute of Institute of Media And Communication,Pune",Team 4302
4307,"GMR Institute of Technology, Rajam",Team 4307
4308,"Amity University, Lucknow",Team 4308
4310,"College of Vocational Studies, New Delhi",Team 4310
4311,"Nirma University, Ahmedabad",Team 4311
4313,"Hansraj College, Delhi",Team 4313
4315,"RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY FOR WOMEN, GHAZIABAD",Team 4315
4326,"Nirma University, Ahmedabad",Team 4326
4328,"Inderprastha Engineering College, Ghaziabad",Team 4328
4333,dr b c roy enggineering college durgapur,Team 4333
4334,"Nirma University, Ahmedabad",Team 4334
4337,"Institute Of Law,Nirma University",Team 4337
4340,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 4340
4343,"Symbiosis Institute of Mass Communication, Pune",Team 4343
4344,anbil dharmalingam agricultural college and rsearch institute trichy -9,Team 4344
4350,"Netaji Subhash Institute of Technology, Delhi",Team 4350
4352,"Thapar Institute of Engineering and Technlogy, Patiala",Team 4352
4353,jssate,Team 4353
4359,shri shankracharya group of institutions,Team 4359
4360,"Bipin Tripathi Kumaoun Institute Of Technology,Dwarahat",Team 4360
4373,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 4373
4378,"Indian Institute of Management, Ahmedabad",Team 4378
4382,"Indian Institute of Technology, Kharagpur",Team 4382
4386,"Narsee Monjee Institute Of Management Studies, Mumbai",Team 4386
4387,"Dehradun Institute Of Technology University, Dehradun",Team 4387
4391,Balaji Institute Of Engineering and Sciences,Team 4391
4394,"Mahatma Gandhi Institute of Technology, Hyderabad",Team 4394
4396,"Noida International University, IMR",Team 4396
4397,"Nirma University, Ahmedabad",Team 4397
4401,"Jairam arts & science college,salem",Team 4401
4402,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 4402
4404,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 4404
4406,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 4406
4409,"Nirma University, Ahmedabad",Team 4409
4412,"Jesus & Mary College, Delhi",Team 4412
4413,CHANDIGARH GROUP OF COLLEGE,Team 4413
4414,"Hindustan College of Science and Technology, Mathura",Team 4414
4415,"Nirma University, Ahmedabad",Team 4415
4417,"Indian Institute of Technology, Kharagpur",Team 4417
4419,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 4419
4420,"Dehradun Institute Of Technology University, Dehradun",Team 4420
4422,Kalinga Institute of Industrial Technology,Team 4422
4423,"CMR Institute Of Technology, Hyderabad",Team 4423
4431,SOL Delhi Unviersity,Team 4431
4432,"Indian Institute of Foreign Trade, Delhi",Team 4432
4433,"Netaji Subhash Institute of Technology, Delhi",Team 4433
4435,"University of Petroleum & Energy Studies, Dehradun",Team 4435
4436,"Jaipur Engineering College, Jaipur",Team 4436
4437,"National Institute of Technology, Raipur",Team 4437
4438,Institute of Rural Management Anand,Team 4438
4439,"G. H. Raisoni College Of Engineering,Nagpur",Team 4439
4442,"Dehradun Institute Of Technology University, Dehradun",Team 4442
4443,"Indian Institute of Management, Lucknow",Team 4443
4446,"Nirma University, Ahmedabad",Team 4446
4450,"Hindu College, Delhi",Team 4450
4452,"University of Petroleum & Energy Studies, Dehradun",Team 4452
4453,"Birla Institute of Technology, Ranchi",Team 4453
4456,"Indian Institute of Management, Indore",Team 4456
4457,HMR Institute of Technology and Management,Team 4457
4458,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4458
4461,"Damodaram Sanjivayya National Law University, Vishakhapatnam",Team 4461
4462,"G.B Pant Government Engineering College, New Delhi",Team 4462
4464,"National Institute of Technology, Raipur",Team 4464
4465,"Maulana Azad National Institute of Technology, Bhopal",Team 4465
4466,University of Petroleum and Energy Studies,Team 4466
4471,"National Institute of Technology, Jamshedpur",Team 4471
4472,Jairam arts& science college,Team 4472
4473,"Nirma University, Ahmedabad",Team 4473
4475,"Vishwakarma Institute of Technology, Pune",Team 4475
4477,"National Institute of Technology, Kurukshetra",Team 4477
4478,Netaji Subhash Engineering College,Team 4478
4479,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4479
4482,National Institute Of Technology Agartala,Team 4482
4484,"Indian Institute of Technology, Madras",Team 4484
4491,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4491
4492,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 4492
4493,Ajay Kumar Garg Engineering College,Team 4493
4495,"Institute of Management, Nirma University, Ahmedabad",Team 4495
4497,"UIET PUSSGRC,Hoshiarpur",Team 4497
4499,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 4499
4502,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 4502
4504,"Galgotias College Of Engineering and Technoloy, Greater Noida",Team 4504
4511,"JSS Academy of Technical Education, Noida",Team 4511
4513,Meerut Institute of Engginering and Technology,Team 4513
4514,"Indian Institute of Technology, Roorkee",Team 4514
4518,"Birla Institute of Technology, Ranchi",Team 4518
4519,"Indian Institute of Technology, Kharagpur",Team 4519
4525,"National Institute of Technology, Rourkela",Team 4525
4526,"Integral University, Lucknow",Team 4526
4527,"jairam arts and science college,salem.",Team 4527
4529,"Jairam Arts and Science of College,Salem",Team 4529
4538,"Amity University, Lucknow",Team 4538
4541,"Amity University, Noida",Team 4541
4542,"Motilal Nehru Institute of Technology, Allahabad",Team 4542
4544,"University of Petroleum & Energy Studies, Dehradun",Team 4544
4550,"Dehradun Institute Of Technology University, Dehradun",Team 4550
4555,"Institute Of Technology & Management (I.T.M.), Bhilwara",Team 4555
4558,"Amity University, Noida",Team 4558
4559,SHRI SHANKARACHARYA GROUP OF  INSTITUTIONS,Team 4559
4562,"Government College of Engineering(COEP), Pune",Team 4562
4563,"Amity University, Lucknow",Team 4563
4566,"Dehradun Institute Of Technology University, Dehradun",Team 4566
4570,"Amity University, Noida",Team 4570
4571,Jagannath Gupta Institute of Engineering and Technology,Team 4571
4577,"Indian Institute of Technology, Kharagpur",Team 4577
4578,"sheshadripura first grade college, yellhanka",Team 4578
4579,"Indian Institute of Technology, Kharagpur",Team 4579
4581,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4581
4582,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 4582
4585,"SHANKER SINGH VAGHELA BAPU INSTITUTE OF TECHNOLOGY   ,   GANDHINAGAR    ,   GUJARAT",Team 4585
4588,"University of Petroleum & Energy Studies, Dehradun",Team 4588
4589,"Manipal Institute of Technology, Manipal",Team 4589
4590,"Dronacharya College of Engineering, Gurgaon",Team 4590
4591,"Institute of Management Technology (IMT), Ghaziabad",Team 4591
4599,"Dehradun Institute Of Technology University, Dehradun",Team 4599
4600,jairam arts & science college,Team 4600
4603,jyothishmathi institute of technology and science,Team 4603
4604,"K J College of Engineering & Management Research, Pune",Team 4604
4606,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4606
4607,Pune Vidyarthi Griha,Team 4607
4608,Rmk college of engineering and technology,Team 4608
4612,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 4612
4613,"National Law University, Jodhpur",Team 4613
4615,"Dehradun Institute Of Technology University, Dehradun",Team 4615
4617,"Adichunchanagiri institute of technology,chikmagalur,karnataka",Team 4617
4618,St. Thomas' College of Engineering & Technology,Team 4618
4619,Kalinga Institute of Industrial Technology,Team 4619
4620,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4620
4621,"jntu college of engineering,kondagattu",Team 4621
4625,"Dr. D.Y. Patil Institute of Engineering and Technology, Pune",Team 4625
4627,"Dehradun Institute Of Technology University, Dehradun",Team 4627
4628,"University of Hyderabad, Hyderabad",Team 4628
4629,"Delhi School of Economics, Delhi",Team 4629
4631,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 4631
4637,"Faculty of Management Studies, BHU",Team 4637
4638,"IET BHADDAL TECHNICAL CAMPUS,ROPAR",Team 4638
4639,"Indian Institute of Information Technology, Allahabad",Team 4639
4640,"University School of Chemical Technology, GGSIPU",Team 4640
4642,Tata Institute of Social Sciences(TISS),Team 4642
4645,"Maulana Azad National Institute of Technology, Bhopal",Team 4645
4648,"Amrita Vishwa Vidyapeetham, Coimbatore",Team 4648
4651,"Hindustan College of Science and Technology, Mathura",Team 4651
4652,"BABA INSTITUTE OF TECHNOLOGY AND SCIENCES,visakhapatnam",Team 4652
4653,Kalinga Institute of Industrial Technology,Team 4653
4655,"BKBIET, Pilani",Team 4655
4656,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 4656
4657,"C V Raman College Of Engineering, Bhubaneswar",Team 4657
4658,Tata Institute of Social Sciences(TISS),Team 4658
4667,"Indian School of Business (ISB), Hyderabad",Team 4667
4674,"Indian Institute of Technology, Kanpur",Team 4674
4675,"Amity University, Noida",Team 4675
4679,"Indian Maritime University, Chennai",Team 4679
4681,"Indian Institute of Technology, Madras",Team 4681
4682,"Indian Institute of Technology, Madras",Team 4682
4684,Seshadripuram First Grade College,Team 4684
4690,"Dehradun Institute Of Technology University, Dehradun",Team 4690
4691,"St. Xavier's College, Kolkata",Team 4691
4692,"Indian Institute of Management, Ahmedabad",Team 4692
4694,Raghu Engineering College,Team 4694
4695,"Amity College of Commerce and Finance,Noida",Team 4695
4696,"St.Xavier's College, Mumbai",Team 4696
4697,institute of information technology and management (iitm) gwalior,Team 4697
4699,"Indian Institute of Management, Ranchi",Team 4699
4711,"S.R.M University, Kattankulathur",Team 4711
4717,"National Institute of Technology, Kurukshetra",Team 4717
4724,"HINDUSTAN  INSTITUTE OF TECHNOLOGY AND MANAGEMENT, AGRA",Team 4724
4725,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 4725
4726,GODAVARI COLLEGE OF ENGINEERING,Team 4726
4731,"College of Engineering, Pune",Team 4731
4733,"Symbiosis institute of Media and Communication(SIMC), Pune",Team 4733
4734,"Institute of Technology and Management, Gwalior",Team 4734
4738,"SES COLLEGE, SEEKANDAPURAM",Team 4738
4741,LINGAYA'S UNIVERSITY,Team 4741
4747,"Model College, Dombivli",Team 4747
4753,"Hindustan College of Science and Technology, Mathura",Team 4753
4755,"Wilson College, Mumbai",Team 4755
4758,"Pune Vidhyarthi Griha's College of Engineeering & Technology,Pune",Team 4758
4762,"Maulana Azad National Institute of Technology, Bhopal",Team 4762
4764,"National Institute of Technology, Raipur",Team 4764
4765,"Indian Institute of Management, Tiruchirapally",Team 4765
4766,"Indian Institute of Technology, Mumbai",Team 4766
4769,"Rishiraj Institute Of Technology,Indore",Team 4769
4771,Federal Institute of Science and Technology (FISAT),Team 4771
4774,"Nirma University, Ahmedabad",Team 4774
4778,Pune Vidyarthi Griha's College of Engineering and Technology,Team 4778
4781,National Institute Of Technology Agartala,Team 4781
4784,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 4784
4785,"Amity University, Lucknow",Team 4785
4786,National Institute Of Technology Agartala,Team 4786
4788,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 4788
4789,"Dronacharya College of Engineering, Gurgaon",Team 4789
4793,Narasaraopeta Engineering College,Team 4793
4794,"National Institute of Technology, Raipur",Team 4794
4801,"Hindustan institute of technology and management,agra",Team 4801
4803,Kalinga Institute of Industrial Technology,Team 4803
4805,"Indian School of Business, Mohali",Team 4805
4814,"Amity University, Noida",Team 4814
4815,"Netaji Subhash Institute of Technology, Delhi",Team 4815
4819,"Amity University, Lucknow",Team 4819
4820,university of petroleum and energy studies,Team 4820
4825,UDAY KUMAR.CH,Team 4825
4827,"Dronacharya College of Engineering, Gurgaon",Team 4827
4828,"Birla Institute of Technology and Science (BITS), Pilani",Team 4828
4831,pune vidyarthi griha's college of engineering and technology,Team 4831
4836,"Indian Institute of Technology, Madras",Team 4836
4841,"Institute of Management Technology (IMT), Ghaziabad",Team 4841
4842,"Institute of Management Technology (IMT), Ghaziabad",Team 4842
4844,"G.M. VEDAK INSTITUTE OF TECHNOLOGY,TALA,RAIGAD",Team 4844
4845,"Indian Institute of Technology, Roorkee",Team 4845
4856,"National Institute of Technology, Raipur",Team 4856
4859,"Mahatma Gandhi Institute of Technology, Hyderabad",Team 4859
4862,"Dr. S and S. S. Gandhy Government Engineering College, Surat",Team 4862
4864,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 4864
4866,"Ujjain Engineering College,Ujjain",Team 4866
4869,"Amity University, Lucknow",Team 4869
4871,"Dronacharya College of Engineering, Gurgaon",Team 4871
4872,J.P Instituteof engineering & technology,Team 4872
4875,bundelkhand university,Team 4875
4883,"Institute of Engineering and Technology, Lucknow",Team 4883
4887,N.R.I.B.A,Team 4887
4892,"Jaipuria Institute of Management, Lucknow",Team 4892
4893,"Indian Institute of Technology, Madras",Team 4893
4899,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Team 4899
4901,"Institute of Technology, GGV, Bilaspur",Team 4901
4905,"Bannari Amman Institute of Technology, Sathyamangalam",Team 4905
4908,"Institute of Engineering and Technology (IET-DAVV),Indore",Team 4908
4916,"Dronacharya College of Engineering, Gurgaon",Team 4916
4920,Kalinga Institute of Industrial Technology,Team 4920
4928,#N/A,Team 4928
4931,"S.R.M Engineering College, Chennai",Team 4931
4934,"Dehradun Institute Of Technology University, Dehradun",Team 4934
4936,school of commerce and management studies,Team 4936
4942,Medicaps Group of Institutions,Team 4942
4951,"Dronacharya College of Engineering, Gurgaon",Team 4951
4952,"Dronacharya College of Engineering, Gurgaon",Team 4952
4959,"Dronacharya College of Engineering, Gurgaon",Team 4959
4962,"Dronacharya College of Engineering, Gurgaon",Team 4962
4965,"R.V.R & J.C College of Engineering, Guntur",Team 4965
4968,"Dronacharya College of Engineering, Gurgaon",Team 4968
4969,Sardar Patel Institute of Technology,Team 4969
4972,"Vellore Institute of Technology, Vellore",Team 4972
4978,"Dronacharya College of Engineering, Gurgaon",Team 4978
4981,"Dronacharya College of Engineering, Gurgaon",Team 4981
4984,"Institute of Management Technology (IMT), Ghaziabad",Team 4984
4988,"Indian Institute of Technology, Mumbai",Team 4988
4989,Saranathan College of Engineering,Team 4989
4992,George College of Management and Science,Team 4992
4993,"Babu Banarasi Das National Institute of Technology and Management, Lucknow",Team 4993
4994,"Indian Institute of Technology, Ropar",Team 4994
4997,BM College of Technology & Management,Team 4997
5001,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 5001
5003,"College of Engineering, Pune",Team 5003
5010,"Hindustan College of Science and Technology, Mathura",Team 5010
5012,"Dehradun Institute Of Technology University, Dehradun",Team 5012
5013,"National Institute of Technology, Raipur",Team 5013
5017,"Indian Institute of Technology, Madras",Team 5017
5018,Delhi University,Team 5018
5020,"National Institute of Technology, Kurukshetra",Team 5020
5025,"SRM University, NCR Campus",Team 5025
5026,"National Institute of Technology, Calicut",Team 5026
5029,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 5029
5031,"Veer Mata Jijabai Technological Institute(VJTI), Mumbai",Team 5031
5033,"Maulana Azad National Institute of Technology, Bhopal",Team 5033
5034,"Dronacharya College of Engineering, Gurgaon",Team 5034
5036,Kalinga Institute of Industrial Technology,Team 5036
5038,"Indian Institute of Management, Kozhikode",Team 5038
5039,#N/A,Team 5039
5042,"Indian Institute of Technology, Kanpur",Team 5042
5045,MET INSTITUTE OF MANAGEMENT.,Team 5045
5047,"Lovely Professional University,Punjab",Team 5047
5068,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 5068
5075,LJIET,Team 5075
5076,HINDUSTAN INSTITUTE OF MANAGEMENT & COMPUTER STUDIES,Team 5076
5078,"Satyam College of Education, Noida",Team 5078
5081,"Indian Institute of Technology, Mumbai",Team 5081
5082,"JSS Academy of Technical Education, Noida",Team 5082
5087,"Indian Institute of Technology, Madras",Team 5087
5088,"North Maharashtra University, Jalgaon",Team 5088
5089,"Symbiosis Law School, Noida",Team 5089
5092,"National Institute of Technology, Patna",Team 5092
5095,UNIVERSITY INSTITUTE OF TECHNOLOGY,Team 5095
5096,"Amity University, Lucknow",Team 5096
5103,"Amity University, Lucknow",Team 5103
5106,HINDUSTAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Team 5106
5108,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 5108
5111,National Institute of Technology Karnataka,Team 5111
5116,Manohar Lal Mahavidyalaya,Team 5116
5121,"Modi Institute of Technology, Kota",Team 5121
5123,"KLE's B.V.B College of Engineering and Technology, Hubli",Team 5123
5129,ADHICHUNCHANAGIRI INSTITUTE OF TECHNOLOGY,Team 5129
5130,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 5130
5134,"HI-TECH Institute of Engineering & Technology, Ghaziabad",Team 5134
5138,"National Institute of Technology, Raipur",Team 5138
5141,"University of Petroleum & Energy Studies, Dehradun",Team 5141
5144,"CMR Institute Of Technology, Hyderabad",Team 5144
5149,"H K College of Pharmacy, Mumbai",Team 5149
5151,"Indian School of Business (ISB), Hyderabad",Team 5151
5155,Chettinad dental college and research institute,Team 5155
5157,"Hindustan College of Science and Technology, Mathura",Team 5157
5160,"Dronacharya College of Engineering, Gurgaon",Team 5160
5161,"Dronacharya College of Engineering, Gurgaon",Team 5161
5162,"National Institute of Technology, Raipur",Team 5162
5164,"Amity College of Commerce and Finance, Noida",Team 5164
5165,"Dronacharya College of Engineering, Gurgaon",Team 5165
5167,"Dronacharya College of Engineering, Gurgaon",Team 5167
5168,"Dronacharya College of Engineering, Gurgaon",Team 5168
5172,"SIES Graduate School Of Technology, Navi Mumbai",Team 5172
5177,"Dronacharya College of Engineering, Gurgaon",Team 5177
5178,National Institute Of Technology Agartala,Team 5178
5179,"B.K.Birla Institute of Engineering and Technology, Pilani",Team 5179
5180,"Dronacharya College of Engineering, Gurgaon",Team 5180
5181,"Dehradun Institute Of Technology University, Dehradun",Team 5181
5185,HI-TECH INSTITUTE OF ENGINEERING & TECHNOLOGY,Team 5185
5189,"Dronacharya College of Engineering, Gurgaon",Team 5189
5195,"Dronacharya College of Engineering, Gurgaon",Team 5195
5196,SARANATHAN COLLEGE OF ENGINEERING,Team 5196
5197,Indraprastha Enginnering College,Team 5197
5204,"Hi-Tech Institute of Engineering & Technology, Ghaziabad",Team 5204
5205,Saranathan College of Engineering,Team 5205
5206,"National Institute of Technology, Raipur",Team 5206
5215,"Dronacharya College of Engineering, Gurgaon",Team 5215
5218,"University Institute of Technology, Rajiv Gandhi Prodyogiki Vishwavidyalaya",Team 5218
5221,Symbiosis Centre for Information Technology (SCIT),Team 5221
5222,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 5222
5228,"Indian Institute of Technology, Madras",Team 5228
5237,"Shri Ram College of Commerce (SRCC), Delhi",Team 5237
5239,"Indian Institute of Technology, Kanpur",Team 5239
5246,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 5246
5262,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 5262
5263,"University of Petroleum & Energy Studies, Dehradun",Team 5263
5265,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 5265
5266,"Dronacharya College of Engineering, Gurgaon",Team 5266
5268,Appa Institute Of Engineering And Technology,Team 5268
5279,"JAIPURIA INSTITUTE OF MANAGEMENT STUDIES, GHAZIABAD",Team 5279
5285,"JAIPURIA INSTITUTE OF MANAGEMENT STUDIES, GHAZIABAD",Team 5285
5290,Medicaps Institute Of Technology And Management,Team 5290
5292,"C.R.Engineering College,Tirupati",Team 5292
5299,LNM Institute of Information Technology,Team 5299
5300,"Jaipuria  Institute of  Management, Lucknow",Team 5300
5305,"Dronacharya College of Engineering, Gurgaon",Team 5305
5306,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 5306
5309,"National Institute of Technology, Rourkela",Team 5309
5310,Vellore Institute of Technology,Team 5310
5312,"Indian Institute of Technology, Delhi",Team 5312
5318,"Nirma University, Ahmedabad",Team 5318
5324,Army Institute of Technology,Team 5324
5325,"Hindustan College of Science and Technology, Mathura",Team 5325
5326,"Dronacharya College of Engineering, Gurgaon",Team 5326
5328,"Manipal Institute of Technology, Manipal",Team 5328
5330,Vinayaka Mission's Kirupananda Variyar Engineering College,Team 5330
5331,"The Oxford College Of Engineering, Bangalore",Team 5331
5333,"Dehradun Institute Of Technology University, Dehradun",Team 5333
5337,"University School of Law and Legal Studies, GGSIPU",Team 5337
5338,NIRMA INSTITUTE OF TECHNOLOGY,Team 5338
5339,"Birla Institute of Technology and Science,  Pilani",Team 5339
5340,sonari college,Team 5340
5341,"CMR Institute Of Technology, Hyderabad",Team 5341
5342,"Dronacharya College of Engineering, Gurgaon",Team 5342
5345,"Dronacharya College of Engineering, Gurgaon",Team 5345
5348,"Hindustan College of Science and Technology, Mathura",Team 5348
5352,"Hindustan College of Science and Technology, Mathura",Team 5352
5356,"Indian Institute of Technology, Roorkee",Team 5356
5358,"Dronacharya College of Engineering, Gurgaon",Team 5358
5359,"Indian Institute of Foreign Trade, Delhi",Team 5359
5360,"Maharaja Agrasen College, GGSIPU, Delhi",Team 5360
5365,Faculty of Engineering & Technology Agra College,Team 5365
5368,"University Institute of Technology, Rajiv Gandhi Prodyogiki Vishwavidyalaya",Team 5368
5371,"Nirma University, Ahmedabad",Team 5371
5375,"agra college, agra",Team 5375
5376,"Dronacharya College of Engineering, Gurgaon",Team 5376
5379,"Galgotias College Of Engineering and Technoloy, Greater Noida",Team 5379
5380,"Indian School of Business, Mohali",Team 5380
5382,"Shaheed Bhagat Singh State Technical  Campus, Ferozepur",Team 5382
5386,"Dronacharya College of Engineering, Gurgaon",Team 5386
5387,"ABES Engineering College,  Ghaziabad",Team 5387
5389,"Feroze Gandhi Institute of Engineering & Technology,Raebareli(U.P)",Team 5389
5392,NATIONAL INSTITUTE OF TECHNOLOGY KURUKSHETRA,Team 5392
5393,"Indian Institute of Management, Ahmedabad",Team 5393
5400,"HI-TECH INSTITUTE of ENGINEERING &TECHNOLOGY, GHAZIABAD",Team 5400
5404,Kalinga Institute of Industrial Technology,Team 5404
5408,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 5408
5409,Kalinga Institute of Industrial Technology,Team 5409
5411,"Government College of Engineering(COEP), Pune",Team 5411
5414,"Birla Institute of Technology, Ranchi",Team 5414
5417,"Institute of Engineering and Technology, Lucknow",Team 5417
5418,International institute of Information Technology(IIIT-Bh),Team 5418
5419,"Indian Institute of Technology, Kharagpur",Team 5419
5420,"Indian Institute of Technology, Kanpur",Team 5420
5426,"Guru Nanak Institutions Technical Campus , Hyderabad",Team 5426
5427,Hi-tech institute of engineering and technology,Team 5427
5431,"Symbiosis institute of Media and Communication(SIMC), Pune",Team 5431
5432,RAGHU INSTITUTE OF TECHNOLOGY,Team 5432
5436,"Rishiraj Institute Of Technology,Indore",Team 5436
5438,M.J.P. ROHILKHAND UNIVERSITY BAREILLY,Team 5438
5439,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 5439
5440,"S.R.M Engineering College, Chennai",Team 5440
5444,Saranathan College of Engineering,Team 5444
5446,"Institute of Pharmacy, Nirma University,Ahmedabad",Team 5446
5452,Balaji Institute of Engineering Sciences,Team 5452
5455,"JNTU College of Engineering, Hyderabad",Team 5455
5460,Kalinga Institute of Industrial Technology,Team 5460
5463,"Vishwakarma Institute of Technology, Pune",Team 5463
5474,"JNTU College of Engineering, Hyderabad",Team 5474
5475,birla institute of technology mesra jaipur campus,Team 5475
5478,"Institute of Technology, GGV, Bilaspur",Team 5478
5480,Pune Vidhyarthi Griha's College of engineering and technology Pune,Team 5480
5482,"jyothishmathi institute of technology and science,karimnagar",Team 5482
5485,t.n.rao - rajkot,Team 5485
5486,"Integral University, Lucknow",Team 5486
5487,RAGHU ENGINEERING COLLEGE,Team 5487
5489,"Mahatma Gandhi College of Engineering and Technology, Noida",Team 5489
5491,Mahatma Gandhi Mission's College Of Engineering,Team 5491
5498,"Indian Institute of Technology, Madras",Team 5498
5499,"National Institute of Technology, Calicut",Team 5499
5500,raghu engineering college,Team 5500
