Team ID 1,College,Team Name
2378,"Faculty of Management Studies, Delhi",Team 2378
2387,"Pandit Deendayal Petroleum University, Gandhinagar",Team 2387
2402,Kolhapur Institute of Technology's College of Engineering,Team 2402
2407,malout institute of management and information technology,Team 2407
2408,"R.V.R & J.C College of Engineering, Guntur",Team 2408
2410,vignana bharathi institute of technology,Team 2410
2414,"Indian School of Business (ISB), Hyderabad",Team 2414
2418,"Faculty of Management Studies, Delhi",Team 2418
2422,Global Institute of Technology,Team 2422
2426,"Indian Institute of Technology, Kharagpur",Team 2426
2430,"Vishwakarma Institute of Technology, Pune",Team 2430
2436,Shri Andal Alagar College Of Engineering,Team 2436
2442,"Vidya Academy Of Science and Technology, thrissur-Kerala",Team 2442
2449,"Asansol Engineering College, Asansol",Team 2449
2453,Bhadrak Insititute Of Egineering and Technology,Team 2453
2456,"Nirma University, Ahmedabad",Team 2456
2459,"Indian Institute of Technology, Roorkee",Team 2459
2460,Kalinga Institute of Industrial Technology,Team 2460
2468,"Indian Institute of Management, Ranchi",Team 2468
2473,"Indian School of Business (ISB), Hyderabad",Team 2473
2475,Federal Institute of Science and Technology (FISAT),Team 2475
2477,"SIBM, Bangalore",Team 2477
2478,"Noida Institute of Engineering and Technology, Greater Noida",Team 2478
2479,"Zakir Husain College of Engineering and Technology, Aligarh",Team 2479
2480,"Dayalbagh Educational Institute ,Dayalbagh, Agra",Team 2480
2482,"Indian Institute of Technology, Delhi",Team 2482
2488,"LLOYD Law College,Greater Noida",Team 2488
2489,"Trident Academy Of Technology, Bhubaneswar",Team 2489
2490,"Government Engineering College, Ajmer",Team 2490
2495,"Indian School of Business (ISB), Hyderabad",Team 2495
2496,"Netaji Subhash Institute of Technology, Delhi",Team 2496
2499,"Jaypee University of Information Technology, Salon",Team 2499
2504,"SIBM, Bangalore",Team 2504
2505,Silver Oak College Of Engineering & Technology,Team 2505
2506,"Indian Institute of Technology, Kanpur",Team 2506
2508,"Indian Institute of Technology, Kanpur",Team 2508
2511,L.D College of Engineering and Technology,Team 2511
2513,"Galgotias College Of Engineering and Technoloy, Greater Noida",Team 2513
2518,"Vellore Institute of Technology, Vellore",Team 2518
2524,"Indian Institute of Technology, Madras",Team 2524
2525,"Deshbandhu College, Delhi",Team 2525
2526,Indian Institute of Science Education & Research-Kolkata,Team 2526
2538,"Indian School of Business, Mohali",Team 2538
2539,"B.R.Ambedkar National Institute of Technology, Jalandar",Team 2539
2547,"Integral University, Lucknow",Team 2547
2549,"Zakir Husain College of Engineering and Technology, Aligarh",Team 2549
2550,"SIBM, Bangalore",Team 2550
2551,"Integral University, Lucknow",Team 2551
2552,"Indian Institute of Information Technology, Allahabad",Team 2552
2554,"Integral University, Lucknow",Team 2554
2556,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 2556
2564,"Symbiosis  Institute of Business Management (SIBM), Bangalore",Team 2564
2567,"Indian Institute of Technology, Kanpur",Team 2567
2578,"Netaji Subhash Institute of Technology, Delhi",Team 2578
2583,"National Institute of Technology, Rourkela",Team 2583
2589,"Rishiraj Institute Of Technology,Indore",Team 2589
2598,"Institute of Management Technology (IMT), Ghaziabad",Team 2598
2603,"SIBM, Bangalore",Team 2603
2610,"TocH Institute of Science and Technology, Ernakulam",Team 2610
2615,"Symbiosis  Institute of Business Management (SIBM), Bangalore",Team 2615
2619,"National Institue of Technology, Hamirpur",Team 2619
2620,"Chaitanya Bharathi Institute of Technology, Hyderabad",Team 2620
2621,"Maharaja Agrasen College, GGSIPU, Delhi",Team 2621
2623,"Stella Maris College, Chennai",Team 2623
2626,"SIBM, Bangalore",Team 2626
2631,"Azim Premji University, Bangalore",Team 2631
2635,"Indian Institute of Technology, Delhi",Team 2635
2637,"Indian Institute of Technology, Kanpur",Team 2637
2638,Kalinga Institute of Industrial Technology,Team 2638
2640,Sikkim Manipal University,Team 2640
2642,Balaji Institute of Engineering Sciences,Team 2642
2646,"Kolhapur Institute of Technology's College of Engineering, Kolhapur",Team 2646
2650,"Indian Institute of Technology, Mumbai",Team 2650
2651,"Christ College, Bangalore",Team 2651
2652,Kalinga Institute of Industrial Technology,Team 2652
2656,"Indian Institute of Technology, Kanpur",Team 2656
2663,"Kharkiv aviation institute, saveetha university, peri institute of technology, p b college of engineering",Team 2663
2674,"Birla Institute of Technology and Science (BITS), Pilani",Team 2674
2677,"CMR Institute Of Technology, Hyderabad",Team 2677
2681,"National Institute of Technology, Kurukshetra",Team 2681
2682,"St. Josephs college of Engineering, Chennai",Team 2682
2683,"Hindustan College of Science and Technology, Mathura",Team 2683
2687,"Indian Institute of Technology, Madras",Team 2687
2689,Rajeev Gandhi D.A.V. Degree College Banda(U.P.),Team 2689
2698,"St. Xavier's College, Vaikom",Team 2698
2701,"Government College of Engineering(COEP), Pune",Team 2701
2705,"Asansol Engineering College, Asansol",Team 2705
2707,"Indus Institute of Technology and Engineering, Kanpur",Team 2707
2711,"Indian Institute of Information Technology, Allahabad",Team 2711
2715,"Indian Institute of Management, Indore",Team 2715
2719,"National Institute of Technology, Hamirpur",Team 2719
2724,"SIBM, Bangalore",Team 2724
2725,Jadavpur University,Team 2725
2727,Kalinga Institute of Industrial Technology,Team 2727
2741,"Indian School of Mines, Dhanbad",Team 2741
2745,"Vishveshvaraya National Institute of Technology, Nagpur",Team 2745
2748,"K J Somaiya Institute of Mgmt. Studies & Research, Mumbai",Team 2748
2751,"Government Engineering College, Ajmer",Team 2751
2753,"KSR Institute For Engineeering and Technology, Kalvi Nagar, Tamil Nadu",Team 2753
2755,"Nirma University, Ahmedabad",Team 2755
2762,Uttaranchal University,Team 2762
2763,"Maulana Azad National Institute of Technology, Bhopal",Team 2763
2770,"Hindu College, Delhi",Team 2770
2774,"Maharaja Agrasen College, GGSIPU, Delhi",Team 2774
2775,"Bannari Amman Institute of Technology, Sathyamangalam",Team 2775
2777,"National Institute of Industrial Engineering (NITIE), Mumbai",Team 2777
2779,"Jaipuria Institute of management, Jaipur",Team 2779
2780,"Birla Institute of Technology and Science (BITS), Pilani",Team 2780
2785,"Indian Institute of Technology, Kanpur",Team 2785
2786,"Indian Institute of Technology, Kharagpur",Team 2786
2788,"Christ College, Bangalore",Team 2788
2799,"Hindu College, Delhi",Team 2799
2800,"K J Somaiya Institute of Mgmt. Studies & Research, Mumbai",Team 2800
2802,"R.V.R & J.C College of Engineering, Guntur",Team 2802
2811,"Government College of Engineering(COEP), Pune",Team 2811
2819,"Nirma University, Ahmedabad",Team 2819
2822,National Institute Of Technology Agartala,Team 2822
2825,"Guru Nanak Institutions Technical Campus , Hyderabad",Team 2825
2826,National Institute of Technology Karnataka,Team 2826
2828,"SIBM, Bangalore",Team 2828
2829,Sankalchand Patel College of Engineering,Team 2829
2831,"Shri Ram College of Commerce (SRCC), Delhi",Team 2831
2832,"Lady Sri Ram College for women, Delhi",Team 2832
2833,"Ramniranjan Jhunjhunwala College, Mumbai",Team 2833
2836,"S.R.M Engineering College, Chennai",Team 2836
2842,Lucknow University,Team 2842
2843,"Vellore Institute of Technology, Vellore",Team 2843
2845,"Nirma University, Ahmedabad",Team 2845
2846,"Nirma University, Ahmedabad",Team 2846
2848,"The LNM Institute of Information Technology, Jaipur",Team 2848
2851,"Indian Institute of Technology, Roorkee",Team 2851
2855,Bansal Institute of Science and Technology,Team 2855
2857,"Indian Institute of Aeronautical Engineering & Information Technology, Pune",Team 2857
2866,"University of Hyderabad, Hyderabad",Team 2866
2868,"Vellore Institute of Technology, Vellore",Team 2868
2883,"National Institute of Technology, Kurukshetra",Team 2883
2889,"Hindu College, Delhi",Team 2889
2893,"TRUBA Institute of Engineering & Information Technology, Bhopal",Team 2893
2896,"Maulana Azad National Institute of Technology, Bhopal",Team 2896
2907,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 2907
2909,"Jabalpur Engineering College,Jabalpur",Team 2909
2913,"Nirma University, Ahmedabad",Team 2913
2918,"S S Dempo College Of Commerce & Economics, Panjim",Team 2918
2922,"Jabalpur Engineering College, Jabalpur",Team 2922
2929,"National Institute of Technology, Raipur .",Team 2929
2935,East West Institute Of Technology,Team 2935
2936,"National Institute of Technology, Raipur",Team 2936
2937,"Sri Venkateswara College, Delhi",Team 2937
2941,"National Institute of Industrial Engineering (NITIE), Mumbai",Team 2941
2944,"Loyola College, Chennai",Team 2944
2945,"Hidayatullah National Law University, Raipur",Team 2945
2950,"College of Vocational Studies, New Delhi",Team 2950
2956,"SIBM, Bangalore",Team 2956
2957,"S.P. Jain Institute of Management and Research (SPJIMR), Mumbai",Team 2957
2965,"Institute of Engineering and Technology (IET-DAVV),Indore",Team 2965
2971,"University of Petroleum & Energy Studies, Dehradun",Team 2971
2978,"Raj Kumar Goel Institute of Technology, Ghaziabad",Team 2978
2979,Kalinga Institute of Industrial Technology,Team 2979
2982,"Indian Institute of Management, Calcutta",Team 2982
2987,"Amity University, Lucknow",Team 2987
2988,"National Institute of Technology, Rourkela",Team 2988
2989,"Dronacharya College of Engineering, Gurgaon",Team 2989
2995,"Indian Institute of Science Education and Research, Pune",Team 2995
2996,"Indian Institute of Management, Indore",Team 2996
2997,"Government College of Engineering, Tirunelveli",Team 2997
2999,"XLRI School of Buisness and Human Resource, Jamshedpur",Team 2999
3002,"Raj Kumar Goel Institute of Technology, Ghaziabad",Team 3002
3004,"Indian Institute of Management, Indore",Team 3004
3006,"Indian Institute of Technology, Kharagpur",Team 3006
3007,Ambala College of Engineering,Team 3007
3008,"Shri Ram College of Commerce (SRCC), Delhi",Team 3008
3013,"Indian Institute of Technology, Roorkee",Team 3013
3023,Tata Institute of Social Sciences(TISS),Team 3023
3024,"Birla Institute of Technology and Science, Hyderabad",Team 3024
3030,"Shri Ram Murti Women's College Of Engineering And Technology, Bareilly",Team 3030
3037,"Graphic Era University, Dehradun",Team 3037
3039,"KIIT College of Engineering, Gurgaon",Team 3039
3041,"Krishna Institute of Engineering and Technology, Ghaziabad",Team 3041
3043,"G.B Pant Government Engineering College, New Delhi",Team 3043
3046,National Institute Of Technology Agartala,Team 3046
3050,"Sasi Creative School of Business, Coimbatore",Team 3050
3055,"Zakir Husain College of Engineering and Technology, Aligarh",Team 3055
3056,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 3056
3061,National Institute of Technology Karnataka,Team 3061
3062,"Amity University, Jaipur",Team 3062
3067,"International Management Institute (IMI), Delhi",Team 3067
3068,"Nirma University, Ahmedabad",Team 3068
3070,"Nirma University, Ahmedabad",Team 3070
3072,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 3072
3074,"JSS Academy of Technical Education, Noida",Team 3074
3076,"Bhilai Institute of Technology, Durg",Team 3076
3078,"Indian Institute for Planning and Management, New Delhi",Team 3078
3079,Central Institute of Plastics Engineering and Technology (CIPET),Team 3079
3080,"National Institute of Technology, Patna",Team 3080
3083,"Bundelkhand Institute of Engineering and Technology, Jhansi",Team 3083
3086,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 3086
3090,"National Institute of Technology, Rourkela",Team 3090
3095,"Hindu College, Delhi",Team 3095
3098,Kalinga Institute of Industrial Technology,Team 3098
3101,"Nirma University, Ahmedabad",Team 3101
3102,"National Institute of Technology, Rourkela",Team 3102
3104,"Shri Ram College of Commerce (SRCC), Delhi",Team 3104
3114,"Indian School of Mines, Dhanbad",Team 3114
3116,"The Maharaja Sayajirao University, Baroda",Team 3116
3118,"Arunai College of Engineering, Tiruvannamalai",Team 3118
3122,Bansal Institute of Science and Technology,Team 3122
3123,"National Institute of Agricultural Extension Management (MANAGE), Hyderabad",Team 3123
3128,"Bundelkhand Institute of Engineering and Technology, Jhansi",Team 3128
3132,"Maulana Azad Medical College, Delhi",Team 3132
3133,"SVU College of Engineering ,Tirupathi",Team 3133
3141,"Loyola College, Chennai",Team 3141
3151,Babasaheb Bhimrao Ambedkar University,Team 3151
3154,"Indian Institute of Management, Indore",Team 3154
3156,"Maharishi Markandeshwar University, Mullana-Ambala",Team 3156
3157,"National Institute of Technology, Tiruchirapally",Team 3157
3163,"St.Xavier's College, Mumbai",Team 3163
3164,"SVKM's Mukesh Patel School of Technology and Management, NMIMS",Team 3164
3171,"Nirma University, Ahmedabad",Team 3171
3174,"Indian School of Mines, Dhanbad",Team 3174
3182,"government engineering college, bharuch",Team 3182
3183,"Gargi College, Delhi",Team 3183
3196,"CMR Institute Of Technology, Hyderabad",Team 3196
3197,"Hindustan College of Science and Technology, Mathura",Team 3197
3206,Vickram College of Engineering,Team 3206
3207,National Institute of Technology Karnataka,Team 3207
3211,"Acropolis Institute of Technology and Research, Indore",Team 3211
3213,"Hi-Tech Institute of Engineering & Technology,Ghaziabad",Team 3213
3219,Vinayaka Mission's Kirupananda Variyar Engineering College,Team 3219
3225,Mukesh Patel School Of Technology Management & Engineering,Team 3225
3229,"Sydenham Institute of Management Studies, Research & Entrepreneurship Education",Team 3229
3234,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 3234
3240,"Indian Institute of Technology, Mumbai",Team 3240
3249,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 3249
3250,"T. A. Pai Management Institute, Maniipal",Team 3250
3253,"DIT School of Engineering, Greater Noida",Team 3253
3259,Sri Shakthi Institute of Engineering and Technology,Team 3259
3262,"CMR Institute Of Technology, Hyderabad",Team 3262
3263,"International Institute of Information Technology, Hyderabad",Team 3263
3270,"National Institute of Technology, Silchar",Team 3270
3280,"Indian Institute of Technology, Mumbai",Team 3280
3284,"PSG College of Technology, Coimbatore",Team 3284
3288,"Government College of Engineering(COEP), Pune",Team 3288
3291,"St. Xavier's College, Patna.",Team 3291
3296,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 3296
3301,International Institute of Information Technology,Team 3301
3307,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 3307
3311,"Bannari Amman Institute of Technology, Sathyamangalam",Team 3311
3313,Ambedkar Institute of Advanced Communication Technologies & Research,Team 3313
3315,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 3315
3317,"Sir Padampat Singhania University, Udaipur",Team 3317
3319,"Symbiosis Institute of Mass Communication, Pune",Team 3319
3322,"Birla Institute of Technology & Science, Pilani - Goa",Team 3322
3325,"Indian Institute of Technology, Kanpur",Team 3325
3332,"National Institute of Technology, Rourkela",Team 3332
3333,Institute of Technical Education & Research (ITER),Team 3333
3336,Surendranath Law College,Team 3336
3337,"Thiagarajar College, Madurai",Team 3337
3343,"Indraprastha College for women, Delhi",Team 3343
3348,"Indraprastha College for women, Delhi",Team 3348
3349,"Galgotias College Of Engineering and Technoloy, Greater Noida",Team 3349
3350,"Pad. Dr. D. Y. Patil Institute of  Engineering & Technology, Pimpri, Pune",Team 3350
3354,"Indian Institute of Technology, Kharagpur",Team 3354
3355,"Indian Institute of Technology, Madras",Team 3355
3360,"Indian Institute of Technology, Madras",Team 3360
3365,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 3365
3366,"Gujarat National Law University, Gandhinagar",Team 3366
3375,"Vellore Institute of Technology, Vellore",Team 3375
3381,"National Institute of Technology, Raipur",Team 3381
3385,"ICFAI Buisness School (IBS), Hyderabad",Team 3385
3386,"CMR Institute Of Technology, Hyderabad",Team 3386
3390,Tula's Institute of Engineering and Management,Team 3390
3393,"Indian Institute of Technology, Kanpur",Team 3393
3394,"Dehradun Institute Of Technology University, Dehradun",Team 3394
3396,Central Institute of Plastics Engineering and Technology (CIPET),Team 3396
3402,"Govt. Agricultural College, Jabalpur (J.N.K.V.V)",Team 3402
3403,"Guru Nanak Institutions, Mullana",Team 3403
3407,Kalinga Institute of Industrial Technology,Team 3407
3412,"University of Petroleum & Energy Studies, Dehradun",Team 3412
3417,"Manipal Institute of Technology, Manipal",Team 3417
3420,Andhra University,Team 3420
3425,Kalinga Institute of Industrial Technology,Team 3425
3431,"Bharat Institute of Technology, Meerut",Team 3431
3433,"Indian Institute of Technology, Kharagpur",Team 3433
3434,"National Institute of Technology, Raipur",Team 3434
3435,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 3435
3439,"B.V. BHOOMARADDI COLLEGE OF ENGG & TECH, HUBLI",Team 3439
3443,"College of Engineering, Pune",Team 3443
3446,"Dehradun Institute Of Technology University, Dehradun",Team 3446
3447,"Bholabhai Patel College of Computer Studies, Gandhinagar",Team 3447
3453,"Dehradun Institute Of Technology University, Dehradun",Team 3453
3455,"National Institute of Industrial Engineering (NITIE), Mumbai",Team 3455
3456,NIIT University,Team 3456
3457,International institute of Information Technology(IIIT-Bh),Team 3457
3464,"Dehradun Institute Of Technology University, Dehradun",Team 3464
3467,DR.NTR UNIVERCITY OF HEALTH SCIENCES,Team 3467
3474,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 3474
3482,"KSR Institute For Engineeering and Technology, Kalvi Nagar, Tamil Nadu",Team 3482
3485,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 3485
3490,"Indian Institute of Technology, Madras",Team 3490
3497,"Indian Institute of Information Technology, Allahabad",Team 3497
3500,"Indian Institute of Information Technology, Allahabad",Team 3500
3505,"Vellore Institute of Technology, Vellore",Team 3505
3508,"Integral University, Lucknow",Team 3508
3509,"UIET, Panjab University",Team 3509
3515,"Department of Management Studies (DOMS-IIT-M), Chennai",Team 3515
3516,"Prannath Parnami Institute of Management and Technology, Hisar",Team 3516
3518,"Symbiosis Institute of Management Studies, Pune",Team 3518
3520,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 3520
3521,"Indira Gandhi Delhi Technical University for Women, Delhi",Team 3521
3522,"Nirma University, Ahmedabad",Team 3522
3524,"Indian Institute of Information Technology, Allahabad",Team 3524
3530,"K J COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,PUNE",Team 3530
3534,"Indraprastha College for women, Delhi",Team 3534
3536,"Institute of Mineral and Materials Technology, Bhubaneshwar",Team 3536
3538,"Graphic Era University, Dehradun",Team 3538
3540,"Dehradun Institute Of Technology University, Dehradun",Team 3540
3542,S.v. Institute of Management,Team 3542
3553,"Dehradun Institute Of Technology University, Dehradun",Team 3553
3554,"Dehradun Institute Of Technology University, Dehradun",Team 3554
3558,"Dehradun Institute Of Technology University, Dehradun",Team 3558
3562,"National Institute of Technology, Raipur",Team 3562
3572,"National Institute of Technology, Rourkela",Team 3572
3575,"Shri Ramdeobaba College Of  Engineering And Management, Nagpur",Team 3575
3576,"Harcourt Butler Technological Institute, Kanpur",Team 3576
3584,"CMR Institute Of Technology, Hyderabad",Team 3584
3586,Krishna Girls Engineering College,Team 3586
3589,"Faculty of Law,University of Delhi, Delhi",Team 3589
3590,"Institute of Engineering and Technology, Lucknow",Team 3590
3592,"Dr. Ram Manohar Lohia National Law University, Lucknow",Team 3592
3593,"Indian Institute of Technology, Guwahati",Team 3593
3596,"National Institute of Technology, Rourkela",Team 3596
3602,"Indian School of Mines, Dhanbad",Team 3602
3606,"Dehradun Institute Of Technology University, Dehradun",Team 3606
3609,The Institution of Engineers (INDIA),Team 3609
3621,K L UNIVERSITY,Team 3621
3627,"National Institute of Technology, Jamshedpur",Team 3627
3631,"Hindustan College of Science and Technology, Mathura",Team 3631
3632,"Dronacharya College of Engineering, Gurgaon",Team 3632
3636,"National Institute of Technology, Patna",Team 3636
3638,"Swami Sarvanand Giri Panjab University Regional Centre, Hoshiarpur",Team 3638
3639,"Nirma University, Ahmedabad",Team 3639
3641,"K J College of Engineering & Management Research, Pune",Team 3641
3648,Appa Institute Of Engineering And Technology,Team 3648
3654,"Gyan Ganga Institue Of Technology And Management, Bhopal",Team 3654
3657,"NATIONAL INSTITUTE OF TECHNOLOGY ,ROURKELA",Team 3657
3660,"Nirma University, Ahmedabad",Team 3660
3662,"Birla Institute of Technology, Ranchi",Team 3662
3663,"GMR Institute of Technology, Rajam -Srikakula",Team 3663
3664,"BKBIET, Pilani",Team 3664
3675,"Department of Management Studies (IIT Roorkee), Roorkee",Team 3675
3684,"Nirma University, Ahmedabad",Team 3684
3689,"Nirma University, Ahmedabad",Team 3689
3690,"Dayananda Sagar College of Engineering, Bangalore",Team 3690
3692,"Dronacharya College of Engineering, Gurgaon",Team 3692
3695,"Graphic Era University, Dehradun",Team 3695
3697,"Easwari Engineering College,Chennai",Team 3697
3698,"S.P. Jain Institute of Management and Research (SPJIMR), Mumbai",Team 3698
3699,IMS ENGINEERING COLLEGE,Team 3699
3702,DIT UNIVERSITY DEHRADUN,Team 3702
3705,P.D.l Dalmia College of Commerce and Economics,Team 3705
3711,"Netaji Subhash Institute of Technology, Delhi",Team 3711
3716,"Raj Kumar Goel Institute of Technology, Ghaziabad",Team 3716
3721,"Indian Institute of Technology, Kharagpur",Team 3721
3722,"College of Engineering and Management, Kolaghat",Team 3722
3723,"Dronacharya College of Engineering, Gurgaon",Team 3723
3724,Mukesh Patel School Of Technology Management & Engineering,Team 3724
3727,"Hindu College, Delhi",Team 3727
3735,"Sri Guru Gobind Singh College of Commerce, Delhi",Team 3735
3740,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 3740
3746,"Harcourt Butler Technological Institute, Kanpur",Team 3746
3748,"JNTU College of Engineering, Hyderabad",Team 3748
3750,"Faculty of architecture, Gautam buddha technical university, lucknow",Team 3750
3751,"Symbiosis institute of Media and Communication(SIMC), Pune",Team 3751
3753,"Indian Institute of Management, Kozhikode",Team 3753
3759,NIIT University,Team 3759
3760,"NLSIU, Bangalore",Team 3760
3762,"Great Lakes Institute of Management, Gurgaon",Team 3762
3767,"Indian Institute of Technology, Roorkee",Team 3767
3769,"Indian Institute of Management, Kozhikode",Team 3769
3773,"BIRLA INSTITUTE OF TECHNOLOGY,PATNA",Team 3773
3777,"S.R.M Engineering College, Chennai",Team 3777
3778,"Institute of Management, Nirma University, Ahmedabad",Team 3778
3782,"SSM Institute of Engineering and Technology, Dindigul",Team 3782
3783,Vignan's Institute of Engineering for Women,Team 3783
3784,"Indian Institute of Technology, Madras",Team 3784
3785,"Gautam Buddha University, Greater Noida",Team 3785
3787,"JNTU College of Engineering, Hyderabad",Team 3787
3789,People's Education Society,Team 3789
3790,"Ujjain Engineering College, Ujjain",Team 3790
3793,"national institute of technology,agartala",Team 3793
3795,"Birla Institute of Technology, Ranchi",Team 3795
3796,"apollo institute of hospital administration,jubliee hills",Team 3796
3799,"Bomma Institute of Technology and Science, Khammam",Team 3799
3805,"Don Bosco College Of Engineering And Technology- Azara-17, Assam",Team 3805
3806,Dehradun Institute Of Technology University,Team 3806
3810,"Indian Institute of Technology, Kanpur",Team 3810
3814,Young India Fellowship (Ashoka University),Team 3814
3820,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 3820
3821,"Babu Banarasi Das National Institute of Technology and Management, Lucknow",Team 3821
3823,Dhirubhai Ambani Institute of Information and Communication Technology,Team 3823
3825,"Indian Institute of Technology, Kharagpur",Team 3825
3826,"Indian Institute of Technology, Mandi",Team 3826
3830,"Indian Institute of Management, Ahmedabad",Team 3830
3831,Technocrats Institute of Technology(Excellence),Team 3831
3833,"Lady Hardinge Medical College, Delhi",Team 3833
3836,"CMR Institute Of Technology, Hyderabad",Team 3836
3839,"GLA university, Mathura",Team 3839
3846,"BNM Institute of Technology, Banashankari, Bangalore",Team 3846
3851,National Institute of Technology Karnataka,Team 3851
3854,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Team 3854
3857,"Indian Institute of Technology, Delhi",Team 3857
3858,"Lady Hardinge Medical College, Delhi",Team 3858
3863,Manav Rachna International University,Team 3863
3867,Kalinga Institute of Industrial Technology,Team 3867
3869,"Indian Institute of Management, Lucknow",Team 3869
3870,"Amity University, Jaipur",Team 3870
3871,Institute of  Business Management,Team 3871
3872,"Gautam Buddha University, Greater Noida",Team 3872
3879,"Mahatma Jyotiba Phule Rohilkhand University, Bareilly",Team 3879
3882,"Institute of Engineering and Technology, Lucknow",Team 3882
3886,"Sreenidhi Institute of Science and Technology, Hyderabad",Team 3886
3889,"Department of English, Patna University",Team 3889
3897,"Nirma University, Ahmedabad",Team 3897
3900,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 3900
3901,"Thiagarajar College, Madurai",Team 3901
3908,"Campus Law Institute University, Delhi",Team 3908
3911,"Indian Institute of Foreign Trade, Delhi",Team 3911
3912,Symbiosis Institute of Design,Team 3912
3922,"RVR & JC college of engineering, Guntur",Team 3922
3924,"Symbiosis Institute of Mass Communication, Pune",Team 3924
3930,"Bapatla Engineering College, Bapatla",Team 3930
3931,"GLA institute of technology & management(GLA-ITM) , Mathura",Team 3931
3932,Mukesh Patel School Of Technology Management & Engineering,Team 3932
3933,"Dr.Mahalingam College Of Engineering and Technology, Pollachi",Team 3933
3937,"INDIAN SCHOOL OF MINES ,DHANBAD",Team 3937
3939,"International Institute of Information Technology, Hyderabad",Team 3939
3940,Dibrugarh University,Team 3940
3941,"D.I.T UNIVERSITY,DEHRADUN.",Team 3941
3946,"National Institute of Technology, Kurukshetra",Team 3946
3950,Madras Christian College,Team 3950
3953,NIIT University,Team 3953
3956,"Institute of Management Technology (IMT), Ghaziabad",Team 3956
3964,"Dehradun Institute of Technology University ,Dehradun",Team 3964
3965,"Maulana Azad National Institute of Technology, Bhopal",Team 3965
3972,"Karpagam College of Engineering,TN",Team 3972
3976,"CMR Institute Of Technology, Hyderabad",Team 3976
3979,Bhagwan Parshuram Institute of Technology,Team 3979
3980,"National Institute of Technology, Goa",Team 3980
3981,"Balaji Institute of Pharmaceutical Sciences (BIPS), Narsampet",Team 3981
3984,Veer Surendra Sai University of Technology,Team 3984
3986,Nitte Meenakshi Institute of Technology,Team 3986
3991,Lucknow University,Team 3991
3995,"National Institute of Technology, Kurukshetra",Team 3995
3996,"Dehradun Institute Of Technology University, Dehradun",Team 3996
3997,"Symbiosis Institute of Management Studies, Pune",Team 3997
3998,"Indian Institute of Technology, Madras",Team 3998
3999,"Gandhi Institute of Technology and Management University (GITAM),Vishakhapatnam",Team 3999
4000,"JECRC, Jaipur",Team 4000
4007,"Harcourt Butler Technological Institute, Kanpur",Team 4007
4012,DIT DEHRADUN,Team 4012
4016,DEHRADUN INSTITUTE OF TECHNOLOGY UNIVERSTITY,Team 4016
4021,"Azim Premji University, Bangalore",Team 4021
4022,"KJ college of engineering & management research,pune",Team 4022
4029,"Govt. Women Engineering College,Ajmer",Team 4029
4032,Feroze Gandhi Institute of Engineering and Technology,Team 4032
4035,"Vellore Institute Of Technology,Chennai campus",Team 4035
4038,"Osmania University College, Hyderabad",Team 4038
4041,hindustan institute of technology and management,Team 4041
4042,"Dronacharya College of Engineering, Greater Noida",Team 4042
4043,dayanand college latur,Team 4043
4045,Shri Ram Murti Smarak College of Engineering & Technology,Team 4045
4048,"Sydenham Institute Of Management Studies Research & Entrepreneurship Education(SIMSREE),Mumbai",Team 4048
4049,"Vellore Institute Of Technology,Chennai campus",Team 4049
4056,"National Institute of Technology, Raipur",Team 4056
4057,"GMR Institute of Technology, Rajam",Team 4057
4058,"Bholabhai Patel College of Computer Studies, Gandhinagar",Team 4058
4061,Sri Shakthi Institute of Engineering and Technology,Team 4061
4067,Aligarh Muslim University,Team 4067
4069,"Indian Institute of Technology, Madras",Team 4069
4070,"Nirma University, Ahmedabad",Team 4070
4080,L.J. Institute of Engineering & Technology,Team 4080
4081,Jai Narayan Vyas University,Team 4081
4082,"Indian Institute of Management, Calcutta",Team 4082
4086,"National Institute Of Technology, Jamshedpur",Team 4086
4087,NIIT University,Team 4087
4089,"Indian Institute of Technology, Patna",Team 4089
4097,"S.R.M Engineering College, Chennai",Team 4097
4100,"National Institute of Technology, Patna",Team 4100
